dataset,t,method,tau,B,cand_n,n_chunk,compliance,viol_rate,mean_reward,reward_gap_to_oracle,hit,ndcg,mean_list_risk,p95_risk,bad_exposure_rate,weighted_bad_exposure_mean,risk_weighted_miss_mean
ML-20M,13,OC-Quota,0.9,0.9630447268486024,20720,100,0.88,0.12,9.719693593978882,0.0360687303543088,0.09,0.03729463548206268,0.6440169633924961,1.0961781501770018,0.12,0.013089144945144637,0.5939888089895249
ML-20M,14,Penalty,0.9,0.9630447268486024,20720,100,0.9,0.09999999999999998,9.65817702293396,0.016887259483336692,0.07,0.029194639279711457,0.615358963906765,1.0005989432334899,0.1,0.01195094823837279,0.5765867286920547
ML-20M,14,Primal-Dual,0.9,0.9630447268486024,20720,100,0.92,0.07999999999999996,9.674261622428894,0.0008026599884036756,0.08,0.03545740419224818,0.6809275384247303,1.1228529393672937,0.08,0.03039808678627013,0.6267062947154045
ML-20M,14,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.91,0.08999999999999997,9.675064282417297,0.0,0.08,0.03545740419224818,0.6876917417347431,1.3197153389453886,0.09,0.036614319920539845,0.6334704980254173
ML-20M,14,OC-Quota,0.9,0.9630447268486024,20720,100,0.91,0.08999999999999997,9.65886429786682,0.016199984550476998,0.07,0.0325667559290693,0.6557763023674488,0.9995362251996993,0.09,0.005897840499877917,0.610719927251339
ML-20M,15,Penalty,0.9,0.9630447268486024,20720,100,0.89,0.10999999999999999,9.779712839126587,0.011855416297912313,0.06,0.022157620539002956,0.6268344530463219,1.1644346773624419,0.11,0.022032757759094225,0.5988337251543999
ML-20M,15,Primal-Dual,0.9,0.9630447268486024,20720,100,0.89,0.10999999999999999,9.793805460929871,-0.0022372055053718753,0.05,0.017652930825687717,0.6908723899722099,1.3038318753242493,0.11,0.0326449862718582,0.6657407620549202
ML-20M,15,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.89,0.10999999999999999,9.793805460929871,-0.0022372055053718753,0.05,0.017652930825687717,0.6908723899722099,1.3038318753242493,0.11,0.0326449862718582,0.6657407620549202
ML-20M,15,OC-Quota,0.9,0.9630447268486024,20720,100,0.9,0.09999999999999998,9.772362170219422,0.019206085205077272,0.05,0.017652930825687717,0.6671181586384773,1.0270474076271057,0.1,0.006602464914321886,0.6419865307211876
ML-20M,16,Penalty,0.9,0.9630447268486024,20720,100,0.89,0.10999999999999999,9.738254890441894,0.015371212959289338,0.15,0.07377158910589372,0.5980191469192505,1.2503943383693692,0.1,0.03570036411285399,0.5265984535217285
ML-20M,16,Primal-Dual,0.9,0.9630447268486024,20720,100,0.87,0.13,9.758340134620667,-0.004714031219483772,0.15,0.07519983603711117,0.6843833468854428,1.5277328610420227,0.12,0.07043268275260924,0.6063604032993317
ML-20M,16,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.87,0.13,9.758340134620667,-0.004714031219483772,0.15,0.07519983603711117,0.6843833468854428,1.5277328610420227,0.12,0.07043268275260924,0.6063604032993317
ML-20M,16,OC-Quota,0.9,0.9630447268486024,20720,100,0.89,0.10999999999999999,9.714282898902892,0.039343204498290874,0.15,0.07589307045637723,0.6235226200520992,1.0741092443466185,0.09,0.011382181286811817,0.5445349764823914
ML-20M,17,Penalty,0.9,0.9630447268486024,20720,100,0.93,0.06999999999999995,9.692234072685242,0.014667696952820108,0.11,0.048173840145773535,0.6196817763149738,0.9810315489768979,0.07,0.009322211265563955,0.5642897321283817
ML-20M,17,Primal-Dual,0.9,0.9630447268486024,20720,100,0.94,0.06000000000000005,9.704194288253785,0.0027074813842773438,0.09,0.04200889142127644,0.6743739928305149,1.1578287184238432,0.06,0.025860205650329583,0.6253482453525067
ML-20M,17,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.92,0.07999999999999996,9.706122131347657,0.0007796382904050603,0.09,0.04200889142127644,0.679636573344469,1.2440290808677672,0.08,0.030447851896286002,0.6306108258664608
ML-20M,17,OC-Quota,0.9,0.9630447268486024,20720,100,0.87,0.13,9.69861885547638,0.008282914161682697,0.09,0.04200889142127644,0.6631902892887592,1.0302235960960389,0.12,0.00771995854377745,0.6132035730779171
ML-20M,18,Penalty,0.9,0.9630447268486024,20720,100,0.86,0.14,9.817421741485596,0.015132725238800049,0.1,0.05458154841941749,0.6498374360799789,1.161483496427536,0.14,0.02797620499134062,0.6068413791060447
ML-20M,18,Primal-Dual,0.9,0.9630447268486024,20720,100,0.86,0.14,9.838504316806793,-0.005949850082396679,0.1,0.05691519113221956,0.7361403754353524,1.304192805290222,0.14,0.05086676383018492,0.6810025855898857
ML-20M,18,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.86,0.14,9.838504316806793,-0.005949850082396679,0.1,0.05691519113221956,0.7361403754353524,1.304192805290222,0.14,0.05086676383018492,0.6810025855898857
ML-20M,18,OC-Quota,0.9,0.9630447268486024,20720,100,0.86,0.14,9.801960957050323,0.03059350967407326,0.11,0.06047726300329978,0.6968472668528557,1.075155371427536,0.13,0.011420577049255354,0.6304233011603355
ML-20M,19,Penalty,0.9,0.9630447268486024,20720,100,0.88,0.12,9.881082172393798,0.015011558532716407,0.12,0.06148267558200862,0.637101875692606,1.079053920507431,0.11,0.01675742125511168,0.5717065042257309
ML-20M,19,Primal-Dual,0.9,0.9630447268486024,20720,100,0.9,0.09999999999999998,9.897341003417969,-0.0012472724914545097,0.11,0.058413342753353706,0.7119399207830429,1.2082226395606992,0.09,0.04301264011859893,0.6409966945648193
ML-20M,19,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.85,0.15000000000000002,9.902246866226196,-0.006153135299681978,0.12,0.0634133427533537,0.7255052030086517,1.3185374021530152,0.13,0.0513217543363571,0.6433146351575851
ML-20M,19,OC-Quota,0.9,0.9630447268486024,20720,100,0.87,0.13,9.873005089759827,0.023088641166687296,0.12,0.0585911683614137,0.6771912544965744,1.0602925479412078,0.11,0.010005668759345993,0.59784228682518
ML-20M,20,Penalty,0.9,0.9630447268486024,20720,100,0.9,0.09999999999999998,9.645179958343506,0.016184666156767946,0.06,0.03326899394213623,0.6353144173324108,1.0530792474746704,0.1,0.01988500356674193,0.6026487220823765
ML-20M,20,Primal-Dual,0.9,0.9630447268486024,20720,100,0.93,0.06999999999999995,9.659590876102447,0.0017737483978272905,0.05,0.028256162030515772,0.7063861487805844,1.2445286214351652,0.07,0.03217364799976348,0.6778383435308933
ML-20M,20,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.92,0.07999999999999996,9.660559265613555,0.0008053588867191763,0.05,0.028256162030515772,0.7078878407180309,1.2445286214351652,0.08,0.032486836791038504,0.6793400354683399
ML-20M,20,OC-Quota,0.9,0.9630447268486024,20720,100,0.9,0.09999999999999998,9.638513062000275,0.022851562499999645,0.05,0.028256162030515772,0.6837155924737454,1.0145475745201111,0.1,0.006317701339721666,0.6551677872240543
ML-20M,21,Penalty,0.9,0.9630447268486024,20720,100,0.9,0.09999999999999998,9.951628880500794,0.016453089714049796,0.1,0.03883240714799784,0.6447991888225079,1.0593788981437684,0.1,0.014252068400382982,0.5935649515688419
ML-20M,21,Primal-Dual,0.9,0.9630447268486024,20720,100,0.89,0.10999999999999999,9.970442838668824,-0.0023608684539802027,0.1,0.03983610743986328,0.7251493261754512,1.3064938843250276,0.11,0.037825947165489184,0.6692433832585811
ML-20M,21,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.88,0.12,9.971383056640626,-0.003301086425782529,0.1,0.03983610743986328,0.7279210780560971,1.3064938843250276,0.12,0.03951078248023985,0.672015135139227
ML-20M,21,OC-Quota,0.9,0.9630447268486024,20720,100,0.88,0.12,9.952922525405883,0.015159444808960032,0.1,0.03983610743986328,0.6967767427861691,1.0648781657218933,0.11,0.01035606956481932,0.6407111088931561
ML-20M,22,Penalty,0.9,0.9630447268486024,20720,100,0.83,0.17000000000000004,9.996748366355895,0.010384120941163033,0.07,0.03179265313236681,0.6647025902569293,1.227255058288574,0.17,0.03857879412174223,0.6409660466015339
ML-20M,22,Primal-Dual,0.9,0.9630447268486024,20720,100,0.84,0.16000000000000003,10.0214093208313,-0.014276833534241362,0.06,0.028595548667922736,0.76546368137002,1.4808756947517394,0.16,0.07865538334846495,0.7419630788266659
ML-20M,22,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.83,0.17000000000000004,10.022439184188842,-0.0153066968917841,0.06,0.028595548667922736,0.7684818048775196,1.4808756947517394,0.17,0.08091626775264738,0.7449812023341655
ML-20M,22,OC-Quota,0.9,0.9630447268486024,20720,100,0.91,0.08999999999999997,9.967335982322693,0.039796504974365376,0.06,0.028595548667922736,0.6857579465210438,1.032197231054306,0.09,0.008062002301216113,0.6622573439776898
ML-20M,23,Penalty,0.9,0.9630447268486024,20720,100,0.89,0.10999999999999999,9.970940661430358,0.016920003890991353,0.07,0.04948459118879392,0.6343798962235451,1.113522398471832,0.11,0.018659341096878036,0.5945275437831878
ML-20M,23,Primal-Dual,0.9,0.9630447268486024,20720,100,0.92,0.07999999999999996,9.986782536506652,0.0010781288146972656,0.08,0.055014792005339326,0.7028923246264458,1.3872731745243072,0.08,0.039069239377975455,0.6514009991288185
ML-20M,23,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.91,0.08999999999999997,9.98786066532135,0.0,0.07,0.052124143742160435,0.7058440044522285,1.3872731745243072,0.09,0.04145772778987883,0.6634199348092079
ML-20M,23,OC-Quota,0.9,0.9630447268486024,20720,100,0.92,0.07999999999999996,9.966377372741698,0.021483292579651092,0.08,0.055014792005339326,0.6716569265723229,1.002758580446243,0.08,0.006460898995399465,0.6201656010746955
ML-20M,24,Penalty,0.9,0.9630447268486024,20720,100,0.93,0.06999999999999995,9.460889830589295,0.013739633560179598,0.11,0.044661490584180966,0.5856490038335324,1.0188174128532408,0.07,0.013411557793617239,0.5403720861673356
ML-20M,24,Primal-Dual,0.9,0.9630447268486024,20720,100,0.94,0.06000000000000005,9.47243628025055,0.0021931838989246444,0.12,0.04665957497739567,0.6393913386762142,1.0586871206760404,0.06,0.02074910616874694,0.5819046750664711
ML-20M,24,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.93,0.06999999999999995,9.473531785011291,0.0010976791381835938,0.11,0.04376892671421679,0.640685263723135,1.0586871206760404,0.07,0.021002864956855768,0.5917888811230659
ML-20M,24,OC-Quota,0.9,0.9630447268486024,20720,100,0.91,0.08999999999999997,9.460230360031128,0.014399104118346884,0.11,0.04376892671421679,0.6280826286971569,1.00725559592247,0.09,0.007092695474624622,0.5791862460970879
ML-20M,25,Penalty,0.9,0.9630447268486024,20720,100,0.89,0.10999999999999999,9.614830541610718,0.018264760971067773,0.05,0.020616063116448508,0.634695495814085,1.031801789999008,0.11,0.012110712289810166,0.6147531996667385
ML-20M,25,Primal-Dual,0.9,0.9630447268486024,20720,100,0.9,0.09999999999999998,9.634080972671509,-0.0009856700897223902,0.06,0.02309383072575317,0.7133426527678967,1.3152394175529478,0.1,0.03172963500022887,0.6827402512729168
ML-20M,25,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.9,0.09999999999999998,9.634080972671509,-0.0009856700897223902,0.06,0.02309383072575317,0.7133426527678967,1.3152394175529478,0.1,0.03172963500022887,0.6827402512729168
ML-20M,25,OC-Quota,0.9,0.9630447268486024,20720,100,0.88,0.12,9.61464970111847,0.018445601463316308,0.06,0.02309383072575317,0.6888156078755856,1.04190491437912,0.12,0.009190136909484847,0.6582132063806057
ML-20M,26,Penalty,0.9,0.9630447268486024,20720,100,0.91,0.08999999999999997,9.71490588068962,0.01707237362861669,0.07,0.03240464853902158,0.6016758716106415,1.1616655468940735,0.09,0.019942773222923267,0.5699758566915989
ML-20M,26,Primal-Dual,0.9,0.9630447268486024,20720,100,0.93,0.06999999999999995,9.730165710449219,0.0018125438690184126,0.06,0.028799262013938523,0.6710911892354489,1.32272812128067,0.07,0.03497428905963897,0.6374300289154052
ML-20M,26,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.94,0.06000000000000005,9.729289836883545,0.0026884174346921696,0.06,0.028799262013938523,0.6660706035792827,1.32272812128067,0.06,0.03265636539459228,0.6324094432592392
ML-20M,26,OC-Quota,0.9,0.9630447268486024,20720,100,0.89,0.10999999999999999,9.712290830612183,0.019687423706054474,0.06,0.028799262013938523,0.6414214943349361,1.0107368171215056,0.11,0.006550934672355637,0.6077603340148926
ML-20M,27,Penalty,0.9,0.9630447268486024,20720,100,0.91,0.08999999999999997,9.764188132286073,0.014880688190459068,0.07,0.04434336839743798,0.5860173477232457,1.0619237899780272,0.09,0.018511789083480824,0.5405760751664639
ML-20M,27,Primal-Dual,0.9,0.9630447268486024,20720,100,0.93,0.06999999999999995,9.777959344387055,0.0011094760894767575,0.07,0.04542392739540566,0.6449131715297699,1.2147225260734555,0.07,0.029717072367668143,0.5974405425786972
ML-20M,27,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.93,0.06999999999999995,9.777959344387055,0.0011094760894767575,0.07,0.04542392739540566,0.6449131715297699,1.2147225260734555,0.07,0.029717072367668143,0.5974405425786972
ML-20M,27,OC-Quota,0.9,0.9630447268486024,20720,100,0.92,0.07999999999999996,9.75166885137558,0.027399969100951438,0.07,0.04542392739540566,0.6210764360427856,0.9987783789634704,0.07,0.005490360975265494,0.5725337010622025
ML-20M,28,Penalty,0.9,0.9630447268486024,20720,100,0.88,0.12,9.8696195936203,0.01857641220092887,0.04,0.014841960319746012,0.6329598331451416,1.0558027565479278,0.11,0.01237379109859465,0.6017814399302006
ML-20M,28,Primal-Dual,0.9,0.9630447268486024,20720,100,0.89,0.10999999999999999,9.890459380149842,-0.0022633743286135655,0.04,0.013782353175726998,0.719930959790945,1.3650501668453217,0.11,0.055248045086860646,0.6975671869516372
ML-20M,28,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.89,0.10999999999999999,9.890459380149842,-0.0022633743286135655,0.04,0.013782353175726998,0.719930959790945,1.3650501668453217,0.11,0.055248045086860646,0.6975671869516372
ML-20M,28,OC-Quota,0.9,0.9630447268486024,20720,100,0.9,0.09999999999999998,9.86070899963379,0.027487006187438823,0.04,0.01589170491254812,0.6664911805093289,0.9907236278057098,0.09,0.004933716297149646,0.6430441802740097
ML-20M,29,Penalty,0.9,0.9630447268486024,20720,100,0.89,0.10999999999999999,9.815976672172546,0.01565222740173411,0.1,0.046204833176824424,0.6133300440013408,1.2257469058036803,0.1,0.02221984565258025,0.559544560611248
ML-20M,29,Primal-Dual,0.9,0.9630447268486024,20720,100,0.91,0.08999999999999997,9.83162889957428,0.0,0.1,0.04579741007360148,0.6795111031830311,1.330824691057205,0.08,0.033594958066940295,0.6201721367239952
ML-20M,29,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.91,0.08999999999999997,9.83162889957428,0.0,0.1,0.04579741007360148,0.6795111031830311,1.330824691057205,0.08,0.033594958066940295,0.6201721367239952
ML-20M,29,OC-Quota,0.9,0.9630447268486024,20720,100,0.9,0.09999999999999998,9.809525537490845,0.022103362083434774,0.1,0.045976094639077536,0.651277171522379,1.0508008897304535,0.1,0.010785322785377489,0.5976697078347206
ML-20M,30,Penalty,0.9,0.9630447268486024,20720,100,0.88,0.12,9.735074505805969,0.02363042354583733,0.05,0.023757656057970457,0.6420120999962091,1.1551799356937407,0.12,0.031863047599792464,0.6185652897506952
ML-20M,30,Primal-Dual,0.9,0.9630447268486024,20720,100,0.88,0.12,9.762207078933717,-0.0035021495819105297,0.06,0.02646149981334507,0.7553384710103274,1.3818142354488372,0.12,0.08485266280174253,0.7215617660433054
ML-20M,30,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.88,0.12,9.762207078933717,-0.0035021495819105297,0.06,0.02646149981334507,0.7553384710103274,1.3818142354488372,0.12,0.08485266280174253,0.7215617660433054
ML-20M,30,OC-Quota,0.9,0.9630447268486024,20720,100,0.89,0.10999999999999999,9.713224477767945,0.04548045158386138,0.06,0.02646149981334507,0.6816967047005892,1.0849618077278138,0.11,0.010724468588829026,0.6479199997335673
ML-20M,31,Penalty,0.9,0.9630447268486024,20720,100,0.96,0.040000000000000036,9.80900110244751,0.019441585540770134,0.16,0.08569466721835209,0.5644900614768267,0.9376055806875229,0.04,0.0025249644517898505,0.48733362667262553
ML-20M,31,Primal-Dual,0.9,0.9630447268486024,20720,100,0.95,0.050000000000000044,9.826694593429565,0.0017480945587156071,0.15,0.08856521695700964,0.6319152026623488,0.9642979025840758,0.05,0.008531084656715386,0.5527596584707498
ML-20M,31,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.97,0.030000000000000027,9.825198554992676,0.003244132995604332,0.15,0.08856521695700964,0.6289480363577604,0.9526486337184906,0.03,0.0070557736158370936,0.5497924921661616
ML-20M,31,OC-Quota,0.9,0.9630447268486024,20720,100,0.88,0.12,9.824976749420166,0.0034659385681141686,0.15,0.08856521695700964,0.6329693376272917,1.0356451213359832,0.12,0.00830987882614134,0.5538137934356928
ML-20M,32,Penalty,0.9,0.9630447268486024,20720,100,0.9,0.09999999999999998,10.086286058425904,0.021849422454833345,0.07,0.041665807709250616,0.6430805140733719,1.087954258918762,0.1,0.021753675937652574,0.6065412840247154
ML-20M,32,Primal-Dual,0.9,0.9630447268486024,20720,100,0.91,0.08999999999999997,10.108135480880737,0.0,0.08,0.04423342259573597,0.7330966295301914,1.3292000830173492,0.09,0.0547066637277603,0.6820192931592465
ML-20M,32,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.93,0.06999999999999995,10.106600122451782,0.0015353584289545807,0.08,0.04423342259573597,0.7305576653778553,1.3292000830173492,0.07,0.05279900562763214,0.6794803290069104
ML-20M,32,OC-Quota,0.9,0.9630447268486024,20720,100,0.88,0.12,10.080313782691956,0.027821698188780886,0.07,0.04122312263909616,0.6895295388996601,1.0402713119983673,0.11,0.00812761759757994,0.6456110225617886
ML-20M,33,Penalty,0.9,0.9630447268486024,20720,100,0.92,0.07999999999999996,9.651107378005982,0.01859456539154003,0.08,0.034802557759775164,0.6092444388568401,1.0450361251831053,0.08,0.010663667201995838,0.5659332899749279
ML-20M,33,Primal-Dual,0.9,0.9630447268486024,20720,100,0.88,0.12,9.671955485343933,-0.0022535419464109196,0.07,0.03158887611990277,0.6999569924175739,1.2764401018619536,0.12,0.03886903953552245,0.6655026504397392
ML-20M,33,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.9,0.09999999999999998,9.670653290748596,-0.0009513473510747161,0.08,0.03459917607654258,0.692697435170412,1.259188848733902,0.1,0.033248015642166125,0.6488158467411995
ML-20M,33,OC-Quota,0.9,0.9630447268486024,20720,100,0.92,0.07999999999999996,9.654132828712463,0.015569114685058949,0.08,0.0344548272653251,0.6637906266748905,0.979534837603569,0.07,0.00368878197669982,0.6191209039092064
ML-20M,34,Penalty,0.9,0.9630447268486024,20720,100,0.91,0.08999999999999997,9.77854344844818,0.01666998386383156,0.12,0.058053856789529415,0.6150424116104841,1.1760845661163326,0.08,0.02583391594886779,0.5523563922196627
ML-20M,34,Primal-Dual,0.9,0.9630447268486024,20720,100,0.89,0.10999999999999999,9.797052068710327,-0.0018386363983147191,0.11,0.05366492598351123,0.6948076033592224,1.2304866254329678,0.1,0.04693212628364561,0.629969236254692
ML-20M,34,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.9,0.09999999999999998,9.796335592269898,-0.0011221599578856711,0.11,0.05366492598351123,0.6924570786952973,1.2304866254329678,0.09,0.04490252339839934,0.6276187115907669
ML-20M,34,OC-Quota,0.9,0.9630447268486024,20720,100,0.93,0.06999999999999995,9.762895970344543,0.03231746196746954,0.12,0.05756426846102223,0.6495237803459167,1.018026864528656,0.05,0.004336629509925836,0.5753665548563004
ML-20M,35,Penalty,0.9,0.9630447268486024,20720,100,0.85,0.15000000000000002,9.891425943374633,0.011742238998413868,0.07,0.033255542786569434,0.6799640277028084,1.106660294532776,0.14,0.026950769662857033,0.634767239689827
ML-20M,35,Primal-Dual,0.9,0.9630447268486024,20720,100,0.86,0.14,9.907772979736329,-0.004604797363281676,0.07,0.03868539594510343,0.7540230694413185,1.2939819216728208,0.13,0.048990837216377245,0.7028386679291725
ML-20M,35,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.88,0.12,9.906182184219361,-0.0030140018463136187,0.07,0.03868539594510343,0.7501863470673561,1.2939819216728208,0.11,0.04563437020778654,0.6990019455552101
ML-20M,35,OC-Quota,0.9,0.9630447268486024,20720,100,0.88,0.12,9.858615927696228,0.04455225467681956,0.07,0.03880504763856436,0.7002284410595894,1.0264732837677002,0.12,0.00710721325874327,0.6571994778513909
ML-20M,36,Penalty,0.9,0.9630447268486024,20720,100,0.94,0.06000000000000005,9.732326788902283,0.015603375434874778,0.05,0.025891704912548122,0.6045558007061481,0.97829170525074,0.06,0.009132742047309867,0.5782384933531284
ML-20M,36,Primal-Dual,0.9,0.9630447268486024,20720,100,0.95,0.050000000000000044,9.746384234428406,0.0015459299087510203,0.05,0.030891704912548123,0.6674219323694706,0.9613207668066022,0.04,0.018614876508712762,0.6325511233508587
ML-20M,36,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.95,0.050000000000000044,9.746384234428406,0.0015459299087510203,0.05,0.030891704912548123,0.6674219323694706,0.9613207668066022,0.04,0.018614876508712762,0.6325511233508587
ML-20M,36,OC-Quota,0.9,0.9630447268486024,20720,100,0.9,0.09999999999999998,9.729467434883118,0.018462729454039817,0.04,0.027737056144690832,0.6554439903795719,1.017521685361862,0.1,0.00668362736701964,0.6330757217109203
ML-20M,37,Penalty,0.9,0.9630447268486024,20720,100,0.88,0.12,9.895003957748413,0.016801252365112873,0.07,0.042354594566750746,0.6491319900751114,1.1285522282123561,0.12,0.026613729715347274,0.6085797283053398
ML-20M,37,Primal-Dual,0.9,0.9630447268486024,20720,100,0.85,0.15000000000000002,9.91938530921936,-0.007580099105833682,0.06,0.045773243839286444,0.7425970023870468,1.4592090964317321,0.15,0.05720163404941557,0.6988342851400375
ML-20M,37,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.85,0.15000000000000002,9.91938530921936,-0.007580099105833682,0.06,0.045773243839286444,0.7425970023870468,1.4592090964317321,0.15,0.05720163404941557,0.6988342851400375
ML-20M,37,OC-Quota,0.9,0.9630447268486024,20720,100,0.92,0.07999999999999996,9.885807490348816,0.025997719764710325,0.06,0.045773243839286444,0.6840162932872772,1.045259529352188,0.08,0.007361687898635854,0.6402535760402679
ML-20M,38,Penalty,0.9,0.9630447268486024,20720,100,0.86,0.14,9.646278071403504,0.009364199638365989,0.13,0.05763745478656221,0.6412531292438507,1.1790770947933198,0.13,0.02481601107120512,0.5779365554451943
ML-20M,38,Primal-Dual,0.9,0.9630447268486024,20720,100,0.87,0.13,9.6598779296875,-0.004235658645630025,0.14,0.058873961325968255,0.7022816978394986,1.400276005268097,0.12,0.046224357604980455,0.6263139554858208
ML-20M,38,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.87,0.13,9.6598779296875,-0.004235658645630025,0.14,0.058873961325968255,0.7022816978394986,1.400276005268097,0.12,0.046224357604980455,0.6263139554858208
ML-20M,38,OC-Quota,0.9,0.9630447268486024,20720,100,0.91,0.08999999999999997,9.632540125846862,0.02310214519500775,0.14,0.05956719574523433,0.6612197659909725,0.9995879143476486,0.09,0.008947250485420215,0.5884449145197869
ML-20M,39,Penalty,0.9,0.9630447268486024,20720,100,0.88,0.12,9.878006563186645,0.016651792526245046,0.06,0.021414332147466048,0.6352081756293774,1.09694852232933,0.12,0.031397506117820724,0.6130177986621856
ML-20M,39,Primal-Dual,0.9,0.9630447268486024,20720,100,0.88,0.12,9.898075056076049,-0.0034167003631591086,0.06,0.021026148611348376,0.7235749271512032,1.4119339883327482,0.12,0.06348843288421628,0.6978838223218918
ML-20M,39,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.88,0.12,9.898075056076049,-0.0034167003631591086,0.06,0.021026148611348376,0.7235749271512032,1.4119339883327482,0.12,0.06348843288421628,0.6978838223218918
ML-20M,39,OC-Quota,0.9,0.9630447268486024,20720,100,0.93,0.06999999999999995,9.858185510635376,0.03647284507751358,0.06,0.021026148611348376,0.6605067691206932,0.9712147891521453,0.07,0.0038660455942153837,0.6348156642913818
ML-20M,40,Penalty,0.9,0.9630447268486024,20720,100,0.94,0.06000000000000005,9.725646595954895,0.01818429946899336,0.08,0.037017870321020704,0.5738517796993255,0.9819207876920699,0.05,0.009052362442016595,0.5316919013857841
ML-20M,40,Primal-Dual,0.9,0.9630447268486024,20720,100,0.94,0.06000000000000005,9.742500033378601,0.0013308620452878728,0.07,0.03355676535189823,0.6478775469958782,1.1923147320747376,0.05,0.024187543988227835,0.610581164509058
ML-20M,40,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.94,0.06000000000000005,9.742500033378601,0.0013308620452878728,0.07,0.03355676535189823,0.6478775469958782,1.1923147320747376,0.05,0.024187543988227835,0.610581164509058
ML-20M,40,OC-Quota,0.9,0.9630447268486024,20720,100,0.96,0.040000000000000036,9.72266393661499,0.021166958808898073,0.07,0.03355676535189823,0.623762107938528,0.9494611531496048,0.04,0.003904208183288569,0.5897863920032979
ML-20M,41,Penalty,0.9,0.9630447268486024,20720,100,0.88,0.12,9.928928368091583,0.014212391376496214,0.06,0.025509243334608026,0.6058206328004598,1.1208092391490936,0.12,0.016920110106468184,0.5821271231025458
ML-20M,41,Primal-Dual,0.9,0.9630447268486024,20720,100,0.89,0.10999999999999999,9.945510373115539,-0.0023696136474598006,0.06,0.025772317626613486,0.6736739007383585,1.2637987971305846,0.11,0.03653610861301421,0.6478615120798349
ML-20M,41,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.89,0.10999999999999999,9.945510373115539,-0.0023696136474598006,0.06,0.025772317626613486,0.6736739007383585,1.2637987971305846,0.11,0.03653610861301421,0.6478615120798349
ML-20M,41,OC-Quota,0.9,0.9630447268486024,20720,100,0.9,0.09999999999999998,9.926635909080506,0.0165048503875731,0.06,0.025772317626613486,0.644908082857728,1.0528266608715058,0.1,0.010712266564369188,0.6190956941992044
ML-20M,42,Penalty,0.9,0.9630447268486024,20720,100,0.91,0.08999999999999997,9.448883943557739,0.01794719219207863,0.09,0.0406160631164485,0.6099447040259838,1.2149906873703002,0.09,0.025390460133552537,0.562712083607912
ML-20M,42,Primal-Dual,0.9,0.9630447268486024,20720,100,0.91,0.08999999999999997,9.466831135749818,0.0,0.09,0.04025776777282346,0.6915459625422955,1.3751952588558194,0.09,0.059065810084342946,0.640260114222765
ML-20M,42,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.91,0.08999999999999997,9.466831135749818,0.0,0.09,0.04025776777282346,0.6915459625422955,1.3751952588558194,0.09,0.059065810084342946,0.640260114222765
ML-20M,42,OC-Quota,0.9,0.9630447268486024,20720,100,0.91,0.08999999999999997,9.431965470314026,0.034865665435791726,0.08,0.03736711950964458,0.6336289487779141,0.9889086365699767,0.09,0.004134649276733387,0.5915899176895618
ML-20M,43,Penalty,0.9,0.9630447268486024,20720,100,0.97,0.030000000000000027,9.871376395225525,0.02076313972473187,0.06,0.030005813105595056,0.6010829994827509,0.9115521758794785,0.03,0.0038275669813156088,0.5749109476804733
ML-20M,43,Primal-Dual,0.9,0.9630447268486024,20720,100,0.95,0.050000000000000044,9.890533623695374,0.0016059112548827414,0.06,0.02819008565841867,0.6824493778496981,0.9650138586759566,0.05,0.021768971085548393,0.6549164433777332
ML-20M,43,QuotaGateV6,0.9,0.9630447268486024,20720,100,0.97,0.030000000000000027,9.888788542747498,0.0033509922027583627,0.06,0.02819008565841867,0.6768880224972963,0.9573157161474228,0.03,0.01854496586322784,0.6493550880253315
